Index,X,Y,Z,Target_X,Target_Y,Target_Z
382,-0.304572,-0.0150636,0.697954,-0.3044,-0.0149,0.6996
383,-0.304568,-0.0150591,0.697999,-0.3044,-0.0149,0.6996
384,-0.304563,-0.0150546,0.698044,-0.3044,-0.0149,0.6996
385,-0.304559,-0.0150502,0.698089,-0.3044,-0.0149,0.6996
386,-0.304554,-0.0150457,0.698134,-0.3044,-0.0149,0.6996
387,-0.30455,-0.0150413,0.698178,-0.3044,-0.0149,0.6996
388,-0.304545,-0.0150369,0.698222,-0.3044,-0.0149,0.6996
389,-0.304541,-0.0150325,0.698267,-0.3044,-0.0149,0.6996
390,-0.304536,-0.0150281,0.698311,-0.3044,-0.0149,0.6996
391,-0.304532,-0.0150238,0.698354,-0.3044,-0.0149,0.6996
392,-0.304528,-0.0150194,0.698398,-0.3044,-0.0149,0.6996
393,-0.304523,-0.0150151,0.698442,-0.3044,-0.0149,0.6996
394,-0.304519,-0.0150107,0.698485,-0.3044,-0.0149,0.6996
395,-0.304515,-0.0150064,0.698528,-0.3044,-0.0149,0.6996
396,-0.30451,-0.0150021,0.698572,-0.3044,-0.0149,0.6996
397,-0.304506,-0.0149978,0.698615,-0.3044,-0.0149,0.6996
398,-0.304502,-0.0149936,0.698658,-0.3044,-0.0149,0.6996
399,-0.304497,-0.0149893,0.698701,-0.3044,-0.0149,0.6996
400,-0.304493,-0.014985,0.698743,-0.3044,-0.0149,0.6996
401,-0.304489,-0.0149808,0.698786,-0.3044,-0.0149,0.6996
402,-0.304484,-0.0149766,0.698828,-0.3044,-0.0149,0.6996
403,-0.30448,-0.0149725,0.698869,-0.3044,-0.0149,0.6996
404,-0.304476,-0.0149685,0.698909,-0.3044,-0.0149,0.6996
405,-0.304472,-0.0149647,0.698948,-0.3044,-0.0149,0.6996
406,-0.304469,-0.0149609,0.698986,-0.3044,-0.0149,0.6996
407,-0.304465,-0.0149573,0.699022,-0.3044,-0.0149,0.6996
408,-0.304461,-0.0149537,0.699058,-0.3044,-0.0149,0.6996
409,-0.304458,-0.0149503,0.699092,-0.3044,-0.0149,0.6996
410,-0.304455,-0.014947,0.699125,-0.3044,-0.0149,0.6996
411,-0.304451,-0.0149438,0.699157,-0.3044,-0.0149,0.6996
412,-0.304448,-0.0149407,0.699189,-0.3044,-0.0149,0.6996
413,-0.304445,-0.0149377,0.699219,-0.3044,-0.0149,0.6996
414,-0.304442,-0.0149347,0.699249,-0.3044,-0.0149,0.6996
415,-0.304439,-0.0149318,0.699278,-0.3044,-0.0149,0.6996
416,-0.304436,-0.0149291,0.699306,-0.3044,-0.0149,0.6996
417,-0.304434,-0.0149263,0.699333,-0.3044,-0.0149,0.6996
418,-0.304431,-0.0149237,0.699359,-0.3044,-0.0149,0.6996
419,-0.304428,-0.0149212,0.699385,-0.3044,-0.0149,0.6996
420,-0.304426,-0.0149187,0.69941,-0.3044,-0.0149,0.6996
421,-0.304423,-0.0149163,0.699434,-0.3044,-0.0149,0.6996
422,-0.304421,-0.014914,0.699457,-0.3044,-0.0149,0.6996
423,-0.304419,-0.0149117,0.69948,-0.3044,-0.0149,0.6996
424,-0.304417,-0.0149095,0.699502,-0.3044,-0.0149,0.6996
425,-0.304414,-0.0149073,0.699524,-0.3044,-0.0149,0.6996
426,-0.304412,-0.0149052,0.699545,-0.3044,-0.0149,0.6996
427,-0.30441,-0.0149032,0.699566,-0.3044,-0.0149,0.6996
428,-0.304408,-0.0149012,0.699586,-0.3044,-0.0149,0.6996
429,-0.304406,-0.0148992,0.699605,-0.3044,-0.0149,0.6996
430,-0.304404,-0.0148974,0.699624,-0.3044,-0.0149,0.6996
431,-0.304402,-0.0148955,0.699642,-0.3044,-0.0149,0.6996
432,-0.304401,-0.0148937,0.69966,-0.3044,-0.0149,0.6996
433,-0.304399,-0.014892,0.699678,-0.3044,-0.0149,0.6996
434,-0.304397,-0.0148903,0.699695,-0.3044,-0.0149,0.6996
435,-0.304395,-0.0148886,0.699712,-0.3044,-0.0149,0.6996
436,-0.304394,-0.014887,0.699728,-0.3044,-0.0149,0.6996
437,-0.304392,-0.0148854,0.699744,-0.3044,-0.0149,0.6996
438,-0.30439,-0.0148838,0.69976,-0.3044,-0.0149,0.6996
439,-0.304389,-0.0148823,0.699775,-0.3044,-0.0149,0.6996
440,-0.304387,-0.0148809,0.69979,-0.3044,-0.0149,0.6996
441,-0.304386,-0.0148794,0.699804,-0.3044,-0.0149,0.6996
442,-0.304384,-0.014878,0.699818,-0.3044,-0.0149,0.6996
443,-0.304383,-0.0148766,0.699832,-0.3044,-0.0149,0.6996
444,-0.304382,-0.0148753,0.699846,-0.3044,-0.0149,0.6996
445,-0.30438,-0.0148739,0.699859,-0.3044,-0.0149,0.6996
446,-0.304379,-0.0148726,0.699872,-0.3044,-0.0149,0.6996
447,-0.304378,-0.0148714,0.699885,-0.3044,-0.0149,0.6996
448,-0.304376,-0.0148701,0.699898,-0.3044,-0.0149,0.6996
449,-0.304375,-0.0148689,0.69991,-0.3044,-0.0149,0.6996
450,-0.304374,-0.0148677,0.699922,-0.3044,-0.0149,0.6996
451,-0.304373,-0.0148665,0.699934,-0.3044,-0.0149,0.6996
452,-0.304371,-0.0148654,0.699945,-0.3044,-0.0149,0.6996
453,-0.30437,-0.0148642,0.699957,-0.3044,-0.0149,0.6996
454,-0.304369,-0.0148631,0.699968,-0.3044,-0.0149,0.6996
455,-0.304368,-0.014862,0.699979,-0.3044,-0.0149,0.6996
456,-0.304367,-0.0148609,0.69999,-0.3044,-0.0149,0.6996
457,-0.304366,-0.0148599,0.700001,-0.3044,-0.0149,0.6996
458,-0.304365,-0.0148588,0.700011,-0.3044,-0.0149,0.6996
459,-0.304364,-0.0148578,0.700021,-0.3044,-0.0149,0.6996
460,-0.304363,-0.0148568,0.700031,-0.3044,-0.0149,0.6996
461,-0.304362,-0.0148558,0.700041,-0.3044,-0.0149,0.6996
462,-0.30436,-0.0148548,0.700051,-0.3044,-0.0149,0.6996
463,-0.304359,-0.0148539,0.700061,-0.3044,-0.0149,0.6996
464,-0.304359,-0.0148529,0.70007,-0.3044,-0.0149,0.6996
465,-0.304358,-0.014852,0.70008,-0.3044,-0.0149,0.6996
466,-0.304357,-0.0148511,0.700089,-0.3044,-0.0149,0.6996
467,-0.304356,-0.0148501,0.700098,-0.3044,-0.0149,0.6996
468,-0.304355,-0.0148492,0.700107,-0.3044,-0.0149,0.6996
469,-0.304354,-0.0148484,0.700116,-0.3044,-0.0149,0.6996
470,-0.304353,-0.0148475,0.700125,-0.3044,-0.0149,0.6996
471,-0.304352,-0.0148466,0.700134,-0.3044,-0.0149,0.6996
472,-0.304351,-0.0148458,0.700142,-0.3044,-0.0149,0.6996
473,-0.30435,-0.0148449,0.700151,-0.3044,-0.0149,0.6996
474,-0.304349,-0.0148441,0.700159,-0.3044,-0.0149,0.6996
475,-0.304348,-0.0148433,0.700167,-0.3044,-0.0149,0.6996
476,-0.304348,-0.0148425,0.700176,-0.3044,-0.0149,0.6996
477,-0.304347,-0.0148416,0.700184,-0.3044,-0.0149,0.6996
478,-0.304346,-0.0148408,0.700192,-0.3044,-0.0149,0.6996
479,-0.304345,-0.0148401,0.7002,-0.3044,-0.0149,0.6996
480,-0.304344,-0.0148393,0.700208,-0.3044,-0.0149,0.6996
481,-0.304343,-0.0148385,0.700215,-0.3044,-0.0149,0.6996
482,-0.304343,-0.0148377,0.700223,-0.3044,-0.0149,0.6996
483,-0.304342,-0.014837,0.700231,-0.3044,-0.0149,0.6996
484,-0.304341,-0.0148362,0.700238,-0.3044,-0.0149,0.6996
485,-0.30434,-0.0148355,0.700246,-0.3044,-0.0149,0.6996
486,-0.304339,-0.0148347,0.700253,-0.3044,-0.0149,0.6996
487,-0.304339,-0.014834,0.700261,-0.3044,-0.0149,0.6996
488,-0.304338,-0.0148332,0.700268,-0.3044,-0.0149,0.6996
489,-0.304337,-0.0148325,0.700275,-0.3044,-0.0149,0.6996
490,-0.304336,-0.0148318,0.700283,-0.3044,-0.0149,0.6996
491,-0.304336,-0.0148311,0.70029,-0.3044,-0.0149,0.6996
492,-0.304335,-0.0148304,0.700297,-0.3044,-0.0149,0.6996
493,-0.304334,-0.0148297,0.700304,-0.3044,-0.0149,0.6996
494,-0.304333,-0.014829,0.700311,-0.3044,-0.0149,0.6996
495,-0.304333,-0.0148283,0.700318,-0.3044,-0.0149,0.6996
496,-0.304332,-0.0148276,0.700325,-0.3044,-0.0149,0.6996
497,-0.304331,-0.0148269,0.700332,-0.3044,-0.0149,0.6996
498,-0.30433,-0.0148262,0.700339,-0.3044,-0.0149,0.6996
499,-0.30433,-0.0148255,0.700346,-0.3044,-0.0149,0.6996
